time_s,true_angle_deg,measurement_deg,reactive_beam_deg,cv_beam_deg,ca_beam_deg
17.150000000000002,124.39287500000002,,125.24672870854523,120.9400731197384,123.8921977246208
17.2,125.14399999999998,,125.24672870854523,121.57221145829314,124.62064907129083
17.25,125.896875,,125.24672870854523,122.20434979684788,125.35061241217564
17.3,126.6515,,125.24672870854523,122.83648813540262,126.08208774727524
17.35,127.40787500000002,,125.24672870854523,123.46862647395736,126.81507507658962
17.400000000000002,128.16600000000003,129.1781859912346,125.24672870854523,124.1007648125121,127.54957440011879
17.45,128.92587499999996,,129.1781859912346,125.63694106516512,128.71724619935603
17.5,129.6875,,129.1781859912346,126.28332814608238,129.46539575821288
17.55,130.450875,,129.1781859912346,126.92971522699965,130.21518254138064
17.6,131.216,,129.1781859912346,127.57610230791691,130.96660654885932
17.650000000000002,131.98287500000004,,129.1781859912346,128.22248938883416,131.71966778064888
17.7,132.75149999999996,134.96708907756232,129.1781859912346,128.86887646975143,132.47436623674935
17.75,133.521875,,134.96708907756232,130.60103206269508,133.89052368546297
17.8,134.29399999999998,,134.96708907756232,131.26455669312327,134.66469336673467
17.85,135.06787500000002,,134.96708907756232,131.92808132355145,135.44069116347742
17.900000000000002,135.8435,,134.96708907756232,132.59160595397964,136.2185170756912
17.95,136.62087499999998,,134.96708907756232,133.25513058440782,136.99817110337602
