time_s,true_angle_deg,measurement_deg,reactive_beam_deg,cv_beam_deg,ca_beam_deg
15.700000000000001,103.3715,,101.98399351129979,100.6386373996701,103.96102253892721
15.75,104.07187499999999,,101.98399351129979,101.22802506325314,104.66060292213129
15.8,104.77400000000002,,101.98399351129979,101.81741272683618,105.36188770552856
15.850000000000001,105.47787500000001,,101.98399351129979,102.40680039041922,106.064876889119
15.9,106.1835,105.317878551894,101.98399351129979,102.99618805400226,106.76957047290263
15.950000000000001,106.89087500000002,,105.317878551894,104.0045736210447,107.09019169580706
16.0,107.6,,105.317878551894,104.6003838562295,107.78878732909574
16.05,108.31087500000001,,105.317878551894,105.1961940914143,108.4889751214272
16.1,109.02350000000001,,105.317878551894,105.7920043265991,109.19075507280147
16.150000000000002,109.73787500000003,,105.317878551894,106.3878145617839,109.89412718321853
16.2,110.45399999999998,112.23516054491033,105.317878551894,106.9836247969687,110.5990914526784
16.25,111.171875,,112.23516054491033,108.52138455563096,111.74005808577625
16.3,111.89150000000001,,112.23516054491033,109.13176629918235,112.45894624837003
16.35,112.612875,,112.23516054491033,109.74214804273373,113.17955339161962
16.400000000000002,113.33600000000001,,112.23516054491033,110.35252978628512,113.90187951552502
16.45,114.06087499999998,,112.23516054491033,110.9629115298365,114.62592462008625
16.5,114.7875,112.53199868498108,112.23516054491033,111.57329327338789,115.3516887053033
16.55,115.51587500000001,,112.53199868498108,112.3549855779408,115.33064019362979
16.6,116.24600000000001,,112.53199868498108,112.9680364099236,116.04131950220389
16.650000000000002,116.97787500000003,,112.53199868498108,113.5810872419064,116.75349915520628
16.7,117.71149999999999,,112.53199868498108,114.1941380738892,117.46717915263696
16.75,118.44687499999999,,112.53199868498108,114.80718890587201,118.18235949449593
16.8,119.18400000000001,116.24954273297014,112.53199868498108,115.42023973785481,118.89904018078319
16.85,119.922875,,116.24954273297014,116.1811614379078,118.91399994235353
16.900000000000002,120.66350000000001,,116.24954273297014,116.79652845228726,119.61629279206548
16.95,121.40587499999998,,116.24954273297014,117.41189546666672,120.3198808747081
17.0,122.14999999999999,,116.24954273297014,118.02726248104618,121.0247641902814
17.05,122.89587500000002,,116.24954273297014,118.64262949542564,121.73094273878537
17.1,123.64350000000002,125.24672870854523,116.24954273297014,119.2579965098051,122.43841652022003
