moving_path_doppler_bins,ofdm_one_tap_ber,otfs_full_lmmse_ber,ofdm_offdiagonal_energy_fraction,otfs_top2_energy_concentration
0.0,0.002916666666666667,0.0,1.1804105863452817e-32,1.0
0.75,0.00125,0.0,0.02114057008245608,0.999414174295727
1.5,0.02416666666666667,0.0,0.07751269481336745,0.9976621254075202
2.25,0.03791666666666667,0.0,0.15106881755892965,0.9947600725574762
