time_s,true_range_m,measurement_m,tracked_range_m,tracked_velocity_mps
18.900000000000002,346.0,346.7331767362053,346.85356050374156,15.489778186484685
19.0,347.40000000000003,347.3823795205757,347.974071625628,14.775667025214622
19.1,348.8,345.32285501492333,347.7175493365945,11.885518705956306
19.200000000000003,350.20000000000005,nan,348.90610120719015,11.885518705956306
19.3,351.6,354.4164475313292,351.90980674827404,14.9107748234367
19.400000000000002,353.0,348.8568393949429,351.49238539963426,11.729943438464332
19.5,354.40000000000003,350.3022380412708,351.67286022855257,10.07574424691742
19.6,355.8,356.70527656281223,354.37086825526285,12.893133583614947
19.700000000000003,357.20000000000005,359.2853161288251,357.18273811000864,15.430727744255496
19.8,358.6,357.3991981124213,358.16863352018873,14.50209880384648
19.900000000000002,360.0,360.81990691259386,360.123290075622,15.342843262260818
20.0,361.40000000000003,361.01611400032687,361.38816103320914,14.893820981195967
20.1,362.8,361.3146525780965,362.22112909897123,13.799797593933391
20.200000000000003,364.20000000000005,363.6798913437908,363.6341975022436,13.854945333731763
20.3,365.6,367.2411524648298,365.9527054158862,15.40996763418089
20.400000000000002,367.0,366.68801399433374,367.15531314161666,14.845985904701497
20.5,368.40000000000003,374.4885782220671,371.09635165787853,18.94005244768767
20.6,369.8,nan,372.9903569026473,18.94005244768767
20.700000000000003,371.20000000000005,368.4454904264082,372.18003602459277,14.43284224298214
20.8,372.6,369.2509651804122,371.7869311201299,11.372193695046992
20.900000000000002,374.0,368.97859546568077,371.267017379574,8.610305178279312
21.0,375.40000000000003,nan,372.1280478974019,8.610305178279312
21.1,376.8,376.71494909386945,374.5539441002585,11.218414653327018
21.200000000000003,378.20000000000005,373.76859823059164,374.87476688489136,9.883383518827333
21.3,379.6,nan,375.8631052367741,9.883383518827333
21.400000000000002,381.00000000000006,385.8076519554442,380.6130511027076,16.15272937557847
21.5,382.40000000000003,385.68034030567856,383.6781708717389,18.569140761367667
21.6,383.8,384.3160784109853,385.0231022023817,17.715836185544394
21.700000000000003,385.20000000000005,382.64763960575567,385.05292641056036,14.812903834918068
21.8,386.6,383.2109291806534,385.1384359964247,12.486602505538944
21.900000000000002,388.00000000000006,387.9262484571271,387.03354017524094,13.564009052642914
