true_ppm,estimated_ppm,raw_ber,pilot_affine_phase_ber,estimated_sco_resampling_ber,raw_evm_pct,pilot_affine_phase_evm_pct,resampling_evm_pct
0,0.0,0.0,0.0,0.0,2.8502242055130798,3.1523772592852906,2.8502242055130798
50,50.002500125101434,0.39510416666666665,0.22241512345679013,0.02912422839506173,126.93931361544581,87.56487451558533,13.742713193718068
100,100.01000100001711,0.4226350308641975,0.34371913580246916,0.027727623456790123,133.58131766437884,116.5890876346563,13.315902752448972
250,250.0625156289793,0.45154320987654323,0.4233641975308642,0.02839891975308642,137.09701531561848,133.08665841708307,13.544221350683234
500,500.2501250626068,0.4698456790123457,0.45643132716049384,0.02859182098765432,138.29407481577692,136.57297758234753,13.547675733762055
750,750.5629221915556,0.47823302469135803,0.4710378086419753,0.029344135802469137,138.03851948785842,137.27856738481296,13.878873106842343
1000,1001.0010010010894,0.48408564814814814,0.4784297839506173,0.03245756172839506,138.4814368949577,137.73397099403445,14.669313707231884
