ofdm_symbols,coherent_processing_interval_ms,velocity_bin_mps
32,0.5333333333333333,11.710642890625
64,1.0666666666666667,5.8553214453125
128,2.1333333333333333,2.92766072265625
256,4.266666666666667,1.463830361328125
