snr_db,raw_ber,flat_iq_comp_ber,fir_pairwise_comp_ber,raw_evm_pct,flat_iq_comp_evm_pct,fir_pairwise_comp_evm_pct
18,0.05414583333333333,0.030027777777777778,0.017222222222222222,16.703195162205535,13.577245972644425,11.58815960713871
22,0.03301388888888889,0.007069444444444444,0.0008541666666666667,14.042132681850322,10.07906670794187,7.306328153007559
26,0.025493055555555557,0.0010277777777777778,0.0,12.977001962509222,8.3847179924241,4.66151686885471
30,0.02240277777777778,0.000125,0.0,12.380956977708603,7.519644528580979,2.9362541642730196
34,0.0216875,2.777777777777778e-05,0.0,12.253524621477608,7.21670864443181,1.8461427031203046
