threshold,truncated_mse,active_fraction
0.12,0.006361876478801167,0.9853749999999999
0.21125,0.004670712281647825,0.9544999999999999
0.3025,0.00576953881729923,0.9175
0.39375,0.009689203199914646,0.858125
0.485,0.014356386003142721,0.7935
0.5762499999999999,0.021647578474001915,0.7144999999999999
0.6675,0.029967518351512314,0.6421250000000001
0.7587499999999999,0.043897967163340074,0.5630000000000001
0.85,0.05862559748276055,0.48674999999999996
