pa_saturation,median_mse,p90_mse,pa_clip_fraction
0.45,0.004220606821589716,0.00623267800674367,0.01281901041666667
0.6,0.004268613381914152,0.006289771235833937,0.003619791666666666
0.8,0.0042873045069909375,0.006231721838130987,0.0006770833333333332
1.0,0.004306922039331762,0.006242681220621364,0.00020182291666666667
1.5,0.004306613489711357,0.006242681220621364,8.463541666666666e-05
2.5,0.004306613489711357,0.006242681220621364,1.953125e-05
4.0,0.004306613489711357,0.006242681220621364,0.0
