arrival_mean_bits,controller,delivered_bits,mean_sensing,mean_posterior_std_deg,mean_backlog_bits,final_backlog_bits
55,tracking-only,13016.0,0.14999999999999997,0.6769684721284165,55.121732109699764,58.0
55,queue-aware,13016.0,0.14999999999999997,0.6769684721284165,55.121732109699764,58.0
55,predictive-queue,13014.692648882956,0.14941666666666664,0.6771452833633191,61.16547382487933,59.3073511170453
95,tracking-only,18574.666329214517,0.14999999999999997,0.6769684721284165,2210.833536068918,4421.333670785485
95,queue-aware,19233.92151501448,0.09191666666666666,0.7792249775669061,1847.5050145569708,3762.078484985518
95,predictive-queue,19247.942031853883,0.09541666666666666,0.7642407362287714,1864.5263416174305,3748.0579681461145
