pilots,scheme,contamination_cost,channel_nmse,mean_user_rate,mean_5pct_rate
3,Random,2.995811148780621,0.153320982507811,1.5594687248181043,0.43485899936175426
3,Contamination-aware,1.274323434586271,0.0862491602284424,1.6296561947390542,0.5255577478782749
4,Random,2.304707105733264,0.12556466206400177,1.5615167935778653,0.4926046651685703
4,Contamination-aware,0.7499824511204729,0.05498918177098121,1.641880497125927,0.5908979156464709
6,Random,1.4337614538163508,0.08226132147905989,1.5809010094553966,0.5371179485796375
6,Contamination-aware,0.2128899113256373,0.027550744017781074,1.6505776104293457,0.7147979287153022
12,Random,0.7954045733799607,0.04686315254859047,1.6278319021460714,0.6701387109003382
12,Contamination-aware,0.0,0.0036507621334951287,1.6959774441881699,0.8565528044322764
