backoff_db,pa_only_evm_pct,standard_memory_dpd_evm_pct,cross_term_gmp_dpd_evm_pct
6,10.977946115433106,23.388175296403737,17.149821128538417
8,10.012733004048908,1.2906039068255537,0.742010499109356
10,9.506670713274453,0.8339919223810903,0.4578645912040335
12,9.248626888740015,0.8489320471358536,0.40142044595243437
forward_model_nmse_db,,-41.41201790233759,-183.08986644247148
