scheme,slot,prior_std_deg,sensing_fraction,elements,posterior_std_deg,raw_rate,net_rate,score
No sensing,51,0.7634133873596926,0.0,64,0.7634133873596926,2.7373316712846534,2.7373316712846534,
No sensing,52,0.7675936424958195,0.0,64,0.7675936424958195,2.7306718295527306,2.7306718295527306,
No sensing,53,0.7717512552629895,0.0,64,0.7717512552629895,2.724056122127318,2.724056122127318,
No sensing,54,0.7758865896508328,0.0,64,0.7758865896508328,2.717484320607542,2.717484320607542,
No sensing,55,0.7799999999999998,0.0,64,0.7799999999999998,2.710956189093127,2.710956189093127,
No sensing,56,0.7840918313565062,0.0,64,0.7840918313565062,2.7044714847124034,2.7044714847124034,
No sensing,57,0.7881624198095211,0.0,64,0.7881624198095211,2.6980299581266984,2.6980299581266984,
No sensing,58,0.7922120928135342,0.0,64,0.7922120928135342,2.6916313540118586,2.6916313540118586,
No sensing,59,0.7962411694957752,0.0,64,0.7962411694957752,2.6852754115176403,2.6852754115176403,
No sensing,60,0.8002499609497021,0.0,64,0.8002499609497021,2.6789618647057223,2.6789618647057223,
No sensing,61,0.8042387705153239,0.0,64,0.8042387705153239,2.6726904429670575,2.6726904429670575,
No sensing,62,0.8082078940470699,0.0,64,0.8082078940470699,2.666460871419313,2.666460871419313,
No sensing,63,0.8121576201698779,0.0,64,0.8121576201698779,2.6602728712851142,2.6602728712851142,
No sensing,64,0.8160882305241264,0.0,64,0.8160882305241264,2.654126160251816,2.654126160251816,
No sensing,65,0.8199999999999997,0.0,64,0.8199999999999997,2.6480204528135003,2.6480204528135003,
No sensing,66,0.8238931969618389,0.0,64,0.8238931969618389,2.6419554605959212,2.6419554605959212,
No sensing,67,0.8277680834629948,0.0,64,0.8277680834629948,2.6359308926650504,2.6359308926650504,
No sensing,68,0.8316249154516713,0.0,64,0.8316249154516713,2.6299464558199355,2.6299464558199355,
No sensing,69,0.8354639429682166,0.0,64,0.8354639429682166,2.624001854870496,2.624001854870496,
No sensing,70,0.839285410334291,0.0,64,0.839285410334291,2.6180967929009396,2.6180967929009396,
No sensing,71,0.8430895563343193,0.0,64,0.8430895563343193,2.6122309715193923,2.6122309715193923,
No sensing,72,0.8468766143896047,0.0,64,0.8468766143896047,2.6064040910943835,2.6064040910943835,
No sensing,73,0.850646812725469,0.0,64,0.850646812725469,2.6006158509787705,2.6006158509787705,
No sensing,74,0.8544003745317527,0.0,64,0.8544003745317527,2.5948659497216786,2.5948659497216786,
No sensing,75,0.8581375181169969,0.0,64,0.8581375181169969,2.5891540852690196,2.5891540852690196,
No sensing,76,0.8618584570566092,0.0,64,0.8618584570566092,2.5834799551531207,2.5834799551531207,
No sensing,77,0.8655634003352956,0.0,64,0.8655634003352956,2.5778432566719913,2.5778432566719913,
No sensing,78,0.8692525524840287,0.0,64,0.8692525524840287,2.572243687058711,2.572243687058711,
No sensing,79,0.8729261137118073,0.0,64,0.8729261137118073,2.566680943641436,2.566680943641436,
No sensing,80,0.895544527089524,0.0,64,0.895544527089524,2.5327293390937142,2.5327293390937142,
No sensing,81,0.9210356570847484,0.0,64,0.9210356570847484,2.4951104498711056,2.4951104498711056,
No sensing,82,0.9494111382185787,0.0,64,0.9494111382185787,2.4540817699789272,2.4540817699789272,
No sensing,83,0.9806558763219545,0.0,64,0.9806558763219545,2.4099783117253843,2.4099783117253843,
