refresh_budget_mb_per_epoch,cache_hit_rate,mean_latency_ms,mean_task_utility,mean_served_version_age,backhaul_mb
80,0.63778125,56.17439841871986,0.6405349178171538,18.805593750000003,3024.287200307979
120,0.63778125,56.17439841871986,0.7165257298596279,15.20690625,3786.300296193315
180,0.63778125,56.17439841871986,0.8585364374289611,6.24909375,5209.389077475706
260,0.7520312499999999,43.01064543732591,0.8558169898395658,3.43934375,7912.267718623729
400,0.763,41.7177623650753,0.9204696991429641,1.6439374999999998,11487.760657612644
700,0.76728125,41.48513413970095,0.9498195145307662,1.01321875,13065.331057666614
