backoff_db,pa_only_evm_pct,memory_dpd_evm_pct,pa_guard_db,dpd_guard_db
4,12.781508197423067,99.98390115028197,-24.81161913123035,-2.3099248957523413
6,11.48598322117773,3.0908113394917565,-27.34216746930717,-30.344461244847956
8,10.771837297455559,0.8494163963553524,-29.85042497616814,-44.16278527332825
10,10.450462149511953,0.5173656101524964,-31.862268767181135,-48.84060857300871
12,10.326398797491434,0.35084135958446405,-33.14849798615612,-52.68535291277065
