scheme,sum_rate,jain_fairness,user0,user1,user2,user3
Round-robin,156.95545397490926,0.8651223532326153,19.479093808852554,31.514617959076524,44.844908205091386,61.116834001888805
Max-rate,248.15567644865055,0.34432485527337625,0.039359647680197805,4.185259586030901,35.5280181217246,208.40303909321486
Proportional fair,200.4672980884743,0.8896155781129732,26.95232323058774,42.00861469509747,56.94162539122713,74.56473477156199
