snr_db,scheme,success,avg_tx_bits,avg_rounds,goodput
0,RV0 repetition,0.2,250.97142857142856,3.4857142857142858,0.025500910746812388
0,Circular RV 0-3,1.0,146.05714285714285,2.0285714285714285,0.2190923317683881
2,RV0 repetition,0.2,246.85714285714286,3.4285714285714284,0.025925925925925925
2,Circular RV 0-3,1.0,135.77142857142857,1.8857142857142857,0.2356902356902357
4,RV0 repetition,0.08571428571428572,269.48571428571427,3.742857142857143,0.010178117048346057
4,Circular RV 0-3,1.0,131.65714285714284,1.8285714285714285,0.24305555555555555
6,RV0 repetition,0.11428571428571428,263.3142857142857,3.657142857142857,0.013888888888888888
6,Circular RV 0-3,1.0,135.77142857142857,1.8857142857142857,0.2356902356902357
