angle_deg,bartlett,music
-8.099999999999998,0.8581748680944453,0.9920847368604022
-8.049999999999997,0.8614176529871034,0.9741052560279773
-8.0,0.8646236953741449,0.9474847734294587
-7.949999999999999,0.8677927620164388,0.9139765747500409
-7.899999999999999,0.8709246290691063,0.875442401081712
-7.849999999999998,0.8740190821335746,0.8336661245857199
-7.799999999999997,0.8770759163064965,0.7902252864588251
-7.75,0.8800949362255138,0.7464233560648665
-7.699999999999999,0.8830759561118385,0.7032724004694201
-7.649999999999999,0.8860187998096436,0.6615104502914723
-7.599999999999998,0.8889233008222308,0.621638245247043
-7.549999999999997,0.8917893023449694,0.5839634096214166
-7.5,0.8946166572949837,0.5486441894626518
-7.449999999999999,0.8974052283375769,0.5157284182075229
-7.399999999999999,0.9001548879093794,0.4851859207590472
-7.349999999999998,0.9028655182381966,0.4569341471166197
-7.299999999999997,0.9055370113595744,0.4308576671400849
-7.25,0.9081692691300239,0.40682250606557513
-7.199999999999999,0.9107622032369515,0.3846863591416671
-7.149999999999999,0.913315735205243,0.3643056348391608
-7.099999999999998,0.9158297964005168,0.3455401274926828
-7.049999999999997,0.9183043280290346,0.3282559611027305
-7.0,0.9207392811342693,0.31232730045746004
-6.949999999999999,0.9231346165901151,0.2976372030970991
-6.899999999999999,0.9254903050907566,0.28407788743957774
-6.849999999999998,0.9278063271371819,0.2715506164004826
-6.799999999999997,0.930082673020343,0.2599653384862453
-6.75,0.9323193428009674,0.2492401858582644
-6.699999999999999,0.934516346286031,0.23930089787536638
-6.649999999999999,0.9366737030018751,0.23008021630626402
-6.599999999999998,0.9387914421640033,0.2215172825247292
-6.549999999999997,0.9408696026435323,0.21355705583420784
-6.5,0.9429082329303357,0.20614976431577972
-6.449999999999999,0.9449073910928655,0.19925039428926752
-6.399999999999999,0.9468671447346797,0.19281822091469528
-6.349999999999998,0.9487875709476685,0.18681638012647028
-6.299999999999997,0.9506687562620154,0.18121148061550957
-6.25,0.9525107965928873,0.17597325368999778
-6.199999999999999,0.9543137971838795,0.17107423836518337
-6.149999999999999,0.9560778725472291,0.166489498823434
-6.099999999999998,0.9578031464008145,0.1621963713542055
-6.049999999999997,0.9594897516019616,0.15817423796463798
-6.0,0.9611378300780729,0.15440432400026774
-5.949999999999999,0.9627475327541105,0.1508695173013012
-5.899999999999999,0.9643190194769379,0.14755420662255547
-5.849999999999998,0.9658524589365696,0.14444413725106744
-5.799999999999997,0.9673480285843239,0.1415262819560314
-5.75,0.968805914547935,0.13878872559594588
-5.699999999999999,0.9702263115436284,0.13622056188482062
-5.649999999999999,0.9716094227852003,0.1338118009817106
-5.599999999999998,0.972955459890125,0.1315532867153914
-5.549999999999997,0.9742646427827284,0.1294366223890659
-5.5,0.9755371995944505,0.12745410422930237
-5.449999999999999,0.9767733665612365,0.12559866164993516
-5.399999999999999,0.9779733879180866,0.12386380359646271
-5.349999999999998,0.979137515790806,0.1222435703206454
-5.299999999999997,0.980266010084982,0.12073249000959645
-5.25,0.9813591383722361,0.1193255397596812
-5.199999999999999,0.9824171757737785,0.11801811044393316
-5.149999999999999,0.9834404048413194,0.11680597507331672
-5.099999999999998,0.9844291154353624,0.1156852602977967
-5.049999999999997,0.9853836046009303,0.11465242073351455
-5.0,0.9863041764407684,0.11370421583805118
-4.949999999999999,0.9871911419860564,0.11283768908732639
-4.899999999999999,0.9880448190646943,0.11205014923565275
-4.849999999999998,0.9888655321671832,0.1113391534652519
-4.799999999999997,0.9896536123101761,0.11070249225355015
-4.75,0.9904093968977116,0.11013817580613605
-4.699999999999999,0.9911332295802202,0.10964442192068277
-4.649999999999999,0.9918254601113108,0.10921964516268122
-4.599999999999998,0.9924864442024246,0.10886244724772602
-4.549999999999997,0.9931165433753826,0.10857160853755429
-4.5,0.9937161248128862,0.10834608056823203
-4.449999999999999,0.9942855612070307,0.1081849795389815
-4.399999999999999,0.9948252306058816,0.10808758069928007
-4.349999999999998,0.9953355162581562,0.10805331358016673
-4.299999999999997,0.9958168064560877,0.10808175802327546
-4.25,0.9962694943765154,0.10817264096807162
-4.199999999999999,0.9966939779202542,0.10832583396419428
