rf_chains,hybrid_mean_rate,full_digital_mean_rate,mean_rate_ratio,hybrid_p10_rate
2,14.771099159456718,17.51673028045382,0.8413265091221392,10.556422811030723
3,16.35818107976725,17.50816477490196,0.9336467249749656,14.014160409712016
4,16.76553470082416,17.452320762593786,0.9601659138973756,14.524034922642802
6,17.21503093322894,17.54563352005593,0.9809651023788593,15.236998330941116
8,17.303449742614667,17.471992463851148,0.9902284569894505,15.157925542953334
