importance_anticorrelation,empirical_importance_snr_corr,snr_half_weighted_utility,importance_weighted_utility,snr_half_time,importance_time,importance_enhanced_fraction
0,-0.009130964664512894,0.8232436934150945,0.8653389755602771,360876.76543546485,365039.1111046865,0.6041666666666667
0.3,-0.30363675388107403,0.8049118034763569,0.8506373399002918,360876.76543546485,365605.45376032527,0.6104166666666667
0.6,-0.5941848724581202,0.7870478332457318,0.8342150678864965,360876.76543546485,365879.24495947047,0.6145833333333333
0.9,-0.8806286332221243,0.7698545489486963,0.8095328870733379,360876.76543546485,364271.39457137324,0.5947916666666666
