frame,target,true_range,estimated_range,estimated_velocity,track_id
58,0,151.20000000000002,151.10177970261586,7.836082170330158,16
58,1,97.8,97.05259179451764,-4.416168275572246,1
59,0,152.60000000000002,152.6689961366819,7.836082170330158,16
59,1,96.9,96.36276432783039,-4.660543616017523,1
60,0,154.0,154.12587249599073,7.715474122137613,16
60,1,96.0,95.61539296700741,-4.604146539482941,1
61,0,155.4,155.66896732041826,7.715474122137613,16
61,1,95.1,94.48945668587929,-4.727352467314235,1
62,0,156.8,157.2670123714207,7.418924904661294,16
62,1,94.19999999999999,93.71566793846914,-4.56840520061136,1
63,0,158.20000000000002,158.75079735235295,7.418924904661294,16
63,1,93.3,92.80198689834687,-4.56840520061136,1
64,0,159.60000000000002,160.0987160491732,7.194521256523158,16
64,1,92.4,92.04236298108756,-4.416282538431407,1
65,0,161.0,161.52831618289466,7.291600790274399,16
65,1,91.5,90.8710287785796,-4.583610160938061,1
66,0,162.4,162.98663634094953,7.291600790274399,16
66,1,90.6,90.29570384767251,-4.436576356161894,1
67,0,163.8,164.4449564990044,7.291600790274399,16
67,1,89.69999999999999,89.40838857644013,-4.436576356161894,1
68,0,165.20000000000002,165.90327665705928,7.291600790274399,16
68,1,88.8,88.52107330520775,-4.436576356161894,1
69,0,166.60000000000002,167.01676812523638,7.249896941403929,16
69,1,87.9,87.76305296786505,-4.485714916809765,1
70,0,168.0,168.17883171052034,7.005266903074693,16
70,1,87.0,86.86590998450309,-4.485714916809765,1
71,0,169.4,169.57988509113528,7.005266903074693,16
71,1,86.1,85.89338417548464,-4.477920586354248,1
72,0,170.8,170.98093847175022,7.005266903074693,16
72,1,85.2,84.44361551802889,-4.789060974444848,1
73,0,172.20000000000002,172.25622158046428,6.895190704285234,16
73,1,84.3,83.72196154491016,-4.651769473221708,1
74,0,173.60000000000002,174.02125454736918,7.149231933629708,16
74,1,83.39999999999999,83.07383381366287,-4.430130014251711,1
75,0,175.0,175.45110093409514,7.149231933629708,16
75,1,82.5,81.89314347727547,-4.716218631271913,1
76,0,176.4,176.79766379528255,7.283160421825338,16
76,1,81.6,81.03542789699642,-4.585562527613601,1
77,0,177.8,178.2542958796476,7.283160421825338,16
77,1,80.7,80.04164731520936,-4.611452428025913,1
78,0,179.20000000000002,179.82345478133496,6.9888791979058125,16
78,1,79.8,79.1312853374403,-4.673470073356377,1
79,0,180.60000000000002,181.20248202422744,7.056215368614967,16
79,1,78.89999999999999,78.25485212994181,-4.697820845913403,1
80,0,182.0,182.61372509795044,7.056215368614967,16
80,1,78.0,77.32084949466721,-4.573763414008068,1
81,0,183.39999999999998,184.31312909265085,7.079885641163041,16
81,1,77.10000000000001,76.49332527046552,-4.644536339107341,1
82,0,184.8,185.98039818122956,7.131736562020006,16
82,1,76.19999999999999,75.43803860028555,-4.669646998776752,1
83,0,186.20000000000002,187.40674549363357,7.131736562020006,16
83,1,75.3,74.5041092005302,-4.669646998776752,1
84,0,187.60000000000002,188.83309280603757,7.131736562020006,16
84,1,74.39999999999999,73.63569774114004,-4.539454446299856,1
85,0,189.0,190.25944011844157,7.131736562020006,16
85,1,73.5,72.74072267507192,-4.636091845039574,1
86,0,190.39999999999998,191.68578743084558,7.131736562020006,16
86,1,72.60000000000001,72.28687688707595,-4.358893568203185,1
87,0,191.8,192.84244120468227,6.925390288998565,16
87,1,71.69999999999999,71.22708929215908,-4.524315599117404,1
88,0,193.20000000000002,194.227519262482,6.925390288998565,16
88,1,70.8,70.01039726962884,-4.8295787565602915,1
89,0,194.60000000000002,195.74814639055018,6.89689275865296,16
89,1,69.89999999999999,69.21561711455759,-4.723333302407871,1
90,0,196.0,197.12752494228076,6.89689275865296,16
90,1,69.0,68.27110771973388,-4.650356710759511,1
91,0,197.39999999999998,198.73482765112783,7.025392680832624,16
91,1,68.10000000000001,67.39898490369667,-4.731474306139276,1
92,0,198.8,200.06807322925854,7.065469423242141,16
92,1,67.19999999999999,66.51769966717478,-4.656337743776703,1
93,0,200.20000000000002,201.2793517413577,7.0513183574631935,16
93,1,66.3,65.74581194793157,-4.4343823111081155,1
94,0,201.6,202.68961541285032,7.0513183574631935,16
94,1,65.39999999999999,64.97255006303995,-4.40961441423117,1
95,0,203.0,204.09987908434294,7.0513183574631935,16
95,1,64.5,63.91543660182554,-4.488915884057899,1
96,0,204.40000000000003,205.36779490989065,7.057502110607081,16
96,1,63.599999999999994,63.01765342501396,-4.488915884057899,1
97,0,205.8,206.87688031518854,7.157041394329925,16
97,1,62.69999999999999,62.28287657988995,-4.403665961517031,1
98,0,207.20000000000002,208.30828859405452,7.157041394329925,16
98,1,61.8,61.577023855568214,-4.206799919615594,1
99,0,208.6,209.5111780014703,6.812616920112008,16
99,1,60.89999999999999,60.735663871645095,-4.206799919615594,1
100,0,210.0,210.49266095407583,6.74170681296359,16
100,1,60.0,59.40875156114394,-4.5622405628522795,1
101,0,211.40000000000003,211.56189949535516,6.804750532616583,16
101,1,59.099999999999994,58.44992271941514,-4.7020335311607235,1
102,0,212.8,212.71701793487892,6.6478067518182495,16
102,1,58.19999999999999,57.509516013182996,-4.7020335311607235,1
103,0,214.20000000000002,213.97835085777916,6.566316805187728,16
103,1,57.3,56.65738663913612,-4.632140313163997,1
104,0,215.6,215.102951697662,6.514785896789328,16
104,1,56.39999999999999,55.62357591214543,-4.598572048911247,1
105,0,217.0,216.34075340986362,6.424721979521546,16
105,1,55.5,54.925790963937594,-4.493281514926964,1
106,0,218.40000000000003,217.6852621836079,6.584228904956565,16
106,1,54.599999999999994,54.34665695270807,-4.385438338850836,1
107,0,219.8,219.00210796459922,6.584228904956565,16
107,1,53.69999999999999,53.05685694966659,-4.685330016251496,1
108,0,221.20000000000002,220.64192738788864,6.65549738611626,16
108,1,52.8,52.472050449742014,-4.521933196704136,1
109,0,222.6,222.1320916665414,6.763719886238938,16
109,1,51.89999999999999,51.610877295103855,-4.544623508998754,1
110,0,224.0,223.92153442321552,7.012263924731889,16
110,1,51.0,50.86152500687257,-4.500180654908642,1
111,0,225.40000000000003,225.59538814425056,7.236755267997455,16
111,1,50.099999999999994,50.24597488694418,-4.301286243520726,1
112,0,226.8,226.91276426347378,7.121906172023912,16
112,1,49.19999999999999,49.26906178735454,-4.368806103928913,1
113,0,228.20000000000002,228.34892276302097,7.110505550605288,16
113,1,48.3,48.70705146693044,-4.347524218030984,1
114,0,229.6,229.70864881105493,6.828487292091678,16
114,1,47.39999999999999,47.73495172264065,-4.496166919375679,1
115,0,231.0,231.05645111226858,7.076415016283297,16
115,1,46.5,46.78428643957935,-4.556520612810226,1
116,0,232.40000000000003,232.28534977200448,6.961493666555375,16
116,1,45.599999999999994,45.804227334211575,-4.813260378097611,1
117,0,233.8,233.75468240012043,7.054008903274812,16
117,1,44.69999999999999,44.79214968917444,-4.853137159942952,1
118,0,235.20000000000002,235.34855004898048,7.14551878209969,16
118,1,43.8,44.06983002558087,-4.61477772253582,1
119,0,236.6,236.81136746236874,6.9626969378408115,16
119,1,42.89999999999999,43.21661523022368,-4.62497939554177,1
120,0,238.0,238.04664570336047,6.9149987615009945,16
120,1,42.0,42.330221267151124,-4.509757358742935,1
121,0,239.40000000000003,239.20129816502248,6.92080207065853,16
121,1,41.099999999999994,41.428269795402535,-4.509757358742935,1
122,0,240.8,240.91699325718344,7.186062508863759,16
122,1,40.19999999999999,40.45207458577436,-4.772952411783464,1
123,0,242.20000000000002,242.1136516302116,7.115738850474012,16
123,1,39.3,39.529570615608215,-4.8194110134480015,1
124,0,243.6,243.66657336087627,7.107647338027871,16
124,1,38.39999999999999,38.34299192352596,-4.939821806117218,1
125,0,245.0,245.1361006164627,7.092937080732761,16
125,1,37.5,37.411909311200944,-4.956041101182899,1
126,0,246.40000000000003,246.45691675298997,7.057246202560966,16
126,1,36.599999999999994,36.420701090964364,-4.956041101182899,1
127,0,247.8,247.7185211583424,6.932492965714591,16
127,1,35.69999999999999,35.60015453665761,-4.806640334709726,1
128,0,249.20000000000002,248.75212451227102,6.75649291256711,16
128,1,34.8,34.47376284688484,-5.114451437248099,1
129,0,250.6,249.86317759076127,6.501267620100408,16
129,1,33.89999999999999,33.89350789345152,-4.87832782331309,1
130,0,252.0,251.0609743646738,6.345508792089617,16
130,1,33.0,32.9178423287889,-4.87832782331309,1
131,0,253.40000000000003,252.33007612309171,6.345508792089617,16
131,1,32.099999999999994,32.17421002757207,-4.788237875365584,1
132,0,254.8,253.99496903734016,6.724541601816237,16
132,1,31.19999999999999,31.285360166709765,-4.800541714506919,1
133,0,256.20000000000005,255.905848714453,7.181100788952418,16
133,1,30.299999999999997,30.36170847137512,-4.6615888956883476,1
134,0,257.6,257.2929396598136,7.126496377221171,16
134,1,29.39999999999999,29.632786533957162,-4.480575921328986,1
135,0,259.0,258.6923011347185,6.946682384895915,16
135,1,28.5,28.587991244574752,-4.478943620977617,1
136,0,260.40000000000003,259.973587842722,6.803580586352569,16
136,1,27.599999999999994,27.688978617773216,-4.429484960375706,1
137,0,261.8,261.4034570760437,6.8947548520848105,16
137,1,26.69999999999999,26.942540404545856,-4.2175913435639645,1
138,0,263.20000000000005,262.91721579983675,6.97032174470785,16
138,1,25.799999999999997,25.87033428054545,-4.299662161033453,1
139,0,264.6,264.31128014877834,6.97032174470785,16
139,1,24.89999999999999,25.281838041658563,-4.163855371109931,1
140,0,266.0,265.47087525903635,6.9707028248968514,16
140,1,24.0,24.449066967436575,-4.163855371109931,1
141,0,267.40000000000003,266.8241031291618,6.962308915130908,16
141,1,23.099999999999994,23.61868211830419,-4.138081694190304,1
142,0,268.8,268.1070300389861,6.860998064254639,16
142,1,22.19999999999999,22.791065779466127,-4.138081694190304,1
143,0,270.20000000000005,269.47922965183704,6.860998064254639,16
143,1,21.299999999999983,21.772281719884475,-4.258094900988701,1
144,0,271.6,270.85142926468797,6.860998064254639,16
144,1,20.400000000000006,20.54834505118612,-4.4927075049541605,1
145,0,273.0,272.70680664930927,7.273425563880582,16
145,1,19.5,19.739127234017328,-4.415252619840844,1
146,0,274.40000000000003,274.2204804048167,7.346599386755866,16
146,1,18.599999999999994,18.611016803985507,-4.490745776686517,1
147,0,275.8,275.69662436935874,7.393691507309095,16
147,1,17.69999999999999,17.860653348080128,-4.4564376183442,1
148,0,277.20000000000005,277.2455774758038,7.483918714384043,16
148,1,16.799999999999983,17.10722905863281,-4.551749708735902,1
149,0,278.6,278.7423612186806,7.483918714384043,16
149,1,15.900000000000006,16.36861476107569,-4.562877594596096,1
150,0,280.0,280.3061128630802,7.464042727388371,16
150,1,15.0,15.456039242156471,-4.562877594596096,1
151,0,281.40000000000003,281.65849271240126,7.369912551674093,16
151,1,14.099999999999994,14.773999788629464,-4.250922263590122,1
152,0,282.8,283.21740156404223,7.339195358220765,16
152,1,13.199999999999989,14.093397332913964,-4.272289489612174,1
153,0,284.20000000000005,284.6852406356864,7.339195358220765,16
153,1,12.299999999999983,13.013375761370321,-4.34919030199277,1
154,0,285.6,285.55282035703135,6.910321944243224,16
154,1,11.400000000000006,11.939577030081052,-4.267914544892004,1
155,0,287.0,286.93488474587997,6.910321944243224,16
155,1,10.5,10.945053970694701,-4.293704826603454,1
156,0,288.40000000000003,288.76246702615305,7.0860113569495145,16
156,1,9.599999999999994,10.215531359017694,-4.18068648610738,1
157,0,289.8,290.4644791087967,7.0241530778136445,16
157,1,8.699999999999989,9.345129471436094,-4.2186493224983685,1
158,0,291.20000000000005,291.6259708205324,7.034872764882114,16
158,1,7.799999999999983,8.542708914879825,-4.0021637758246085,1
159,0,292.6,292.81954977144954,6.804154657981938,16
159,1,6.900000000000006,7.575541298718445,-3.985936559901337,1
160,0,294.0,294.18038070304596,6.804154657981938,16
160,1,6.0,6.391265593583777,-4.386780044105794,1
161,0,295.40000000000003,295.62519640169063,6.980797611941085,16
161,1,5.099999999999994,5.330197666649644,-4.403398693736518,1
162,0,296.79999999999995,297.1176099279346,7.076920987409073,16
162,1,4.200000000000017,4.3665988245513745,-4.334596446704194,1
163,0,298.20000000000005,298.41739175858055,6.967949125373889,16
163,1,3.299999999999983,3.4653003526703934,-4.335201184733491,1
164,0,299.6,299.89216266985824,7.054287793268926,16
164,1,2.3999999999999773,2.5982601157236953,-4.335201184733491,1
165,0,301.0,301.1072116306405,7.07861971557808,16
165,1,1.5,1.912805713357736,-4.368648510173657,1
166,0,302.40000000000003,302.7324777782003,7.134513470700033,16
166,1,0.5999999999999943,1.4630991449721953,-4.155372996145819,1
167,0,303.79999999999995,304.467807250637,7.3597741209529435,16
167,1,-0.29999999999998295,0.5879752589615022,-4.185242973754638,1
168,0,305.20000000000005,305.8833353905927,7.215370508984402,16
168,1,-1.200000000000017,-0.5334680364871448,-4.415579497619688,1
169,0,306.6,307.6212204343293,7.246284602469872,16
169,1,-2.1000000000000227,-1.3201144841667791,-4.244963933651491,1
170,0,308.0,309.31179705536374,7.347290417735332,16
170,1,-3.0,-2.16260924183725,-4.138083371096165,1
171,0,309.40000000000003,310.7812551389108,7.347290417735332,16
171,1,-3.9000000000000057,-3.3073070969740668,-4.3224795980667,1
172,0,310.79999999999995,312.23195123242897,7.368887086010088,16
172,1,-4.799999999999983,-4.084373915721581,-4.24221640285187,1
173,0,312.20000000000005,313.3471295464537,7.125137856866195,16
173,1,-5.700000000000017,-4.984346759541603,-4.406064464650571,1
174,0,313.6,314.5441487653515,7.000693634044301,16
174,1,-6.600000000000023,-5.814221920483402,-4.481544021882012,1
175,0,315.0,316.0410590014056,7.072060301262512,16
175,1,-7.5,-6.760792858125169,-4.505169986316977,1
176,0,316.40000000000003,317.1607220597166,6.853430394830107,16
176,1,-8.400000000000006,-7.858958967685379,-4.6223396736910995,1
177,0,317.79999999999995,318.5314081386826,6.853430394830107,16
177,1,-9.299999999999983,-8.890932783255744,-4.688361846229012,1
178,0,319.20000000000005,319.73623914077604,6.497760847019549,16
178,1,-10.200000000000017,-10.058814091407955,-4.751251935368549,1
179,0,320.6,321.03579131017995,6.497760847019549,16
179,1,-11.100000000000023,-11.000817414020098,-4.722684201219276,1
180,0,322.0,322.0524057565658,6.418608226100291,16
180,1,-12.0,-11.958604922653418,-4.6730919145140515,1
181,0,323.40000000000003,323.5134035308727,6.670333173799706,16
181,1,-12.900000000000006,-12.919587547144184,-4.659000172204938,1
182,0,324.79999999999995,325.4442668497264,6.898023400149755,16
182,1,-13.799999999999983,-14.045925733969408,-4.843695212486098,1
183,0,326.2,326.64844866609934,6.959773859390517,16
183,1,-14.700000000000017,-14.840256713667516,-4.647888771338463,1
184,0,327.6,327.9034396857813,6.918372848112883,16
184,1,-15.600000000000023,-15.842839671854877,-4.6375175887941165,1
185,0,329.0,329.2060248691358,7.112764176632657,16
185,1,-16.5,-16.73986894573132,-4.5957572994824964,1
186,0,330.40000000000003,330.7778152936345,7.182449109661517,16
186,1,-17.400000000000006,-17.586686560196895,-4.571786873860549,1
187,0,331.8,332.16514954477105,7.120482724204045,16
187,1,-18.299999999999983,-18.532650266817924,-4.633622131071492,1
188,0,333.2,333.4956911480085,6.867617979759767,16
188,1,-19.200000000000017,-19.459374693032224,-4.633622131071492,1
189,0,334.6,334.4755555741778,6.57933016699091,16
189,1,-20.100000000000023,-20.330726767114196,-4.638925573827492,1
190,0,336.0,335.8420126141875,6.556293770366784,16
190,1,-21.0,-21.12877159682472,-4.504810972145868,1
191,0,337.40000000000003,337.36704551235147,6.744890235974581,16
191,1,-21.900000000000006,-22.132639139014444,-4.443028593790443,1
192,0,338.80000000000007,339.1231435995505,6.915681290116683,16
192,1,-22.80000000000001,-23.021244857772533,-4.443028593790443,1
193,0,340.2,340.5062798575738,6.915681290116683,16
193,1,-23.700000000000017,-23.981592451762232,-4.4384398604731805,1
194,0,341.6,341.9108703846995,6.856257177453989,16
194,1,-24.600000000000023,-25.0939754503897,-4.566634404697889,1
195,0,343.0,343.03708128698923,6.654774966707217,16
195,1,-25.5,-26.033149724567092,-4.54180374402929,1
196,0,344.40000000000003,344.5411765622822,6.768808313969563,16
196,1,-26.400000000000006,-26.547407882520393,-4.422368722911455,1
197,0,345.80000000000007,345.95239608618266,6.761498894453312,16
197,1,-27.30000000000001,-27.568847392015968,-4.533315217726905,1
198,0,347.2,347.3046958650733,6.761498894453312,16
198,1,-28.200000000000017,-28.47551043556135,-4.533315217726905,1
199,0,348.6,348.4293218218644,6.672856271385312,16
199,1,-29.100000000000023,-29.382173479106733,-4.533315217726905,1
200,0,350.0,349.76389307614147,6.672856271385312,16
200,1,-30.0,-30.28762242211041,-4.467858388248933,1
201,0,351.40000000000003,351.29245078442494,6.776072730268753,16
201,1,-30.900000000000006,-31.245793717562925,-4.531278450491252,1
202,0,352.80000000000007,352.49126418859356,6.669992877758665,16
202,1,-31.80000000000001,-32.14273735874654,-4.641600918399638,1
203,0,354.2,353.8252627641453,6.669992877758665,16
203,1,-32.70000000000002,-33.16921371754557,-4.727966089216261,1
204,0,355.6,355.23095006869994,6.758816063146459,16
204,1,-33.60000000000002,-34.0050518450744,-4.485817730960406,1
205,0,357.0,356.9729061135243,6.977500748305895,16
205,1,-34.5,-34.77948537530803,-4.543811470068148,1
206,0,358.40000000000003,358.3684062631855,6.977500748305895,16
206,1,-35.400000000000006,-35.74722723588095,-4.76298935139993,1
207,0,359.80000000000007,360.1637267556883,7.441553700313939,16
207,1,-36.30000000000001,-36.77859884471441,-4.659248861383043,1
208,0,361.2,361.6015831449954,7.266190400491307,16
208,1,-37.20000000000002,-37.19999167476363,-4.240238454876409,1
209,0,362.6,363.1849768072988,7.3755846846733,16
209,1,-38.10000000000002,-38.07030308922204,-4.363563387307126,1
210,0,364.0,364.2074350568819,6.926274511043816,16
210,1,-39.0,-38.71452518222718,-4.228245222267442,1
211,0,365.40000000000003,365.5990754774082,7.069590429728008,16
211,1,-39.900000000000006,-39.82100875951829,-4.543043004174759,1
212,0,366.80000000000007,367.0530704412593,6.812544363534951,16
212,1,-40.80000000000001,-40.54318872733152,-4.341331313391406,1
213,0,368.2,368.35669928001903,6.908265775377059,16
213,1,-41.70000000000002,-41.4114549900098,-4.341331313391406,1
214,0,369.6,369.79420991155865,7.112531250480938,16
214,1,-42.60000000000002,-42.01625708842005,-4.145691560221801,1
215,0,371.0,371.14281696929555,7.111557724716539,16
215,1,-43.5,-43.005536105023964,-4.150952643888491,1
216,0,372.40000000000003,372.5316676156152,7.067785943877855,16
216,1,-44.400000000000006,-43.83572663380166,-4.150952643888491,1
217,0,373.80000000000007,374.00811697724464,7.161818827215747,16
217,1,-45.30000000000001,-44.933621724084716,-4.2718084007465515,1
218,0,375.2,374.9455208558114,6.679275309584101,16
218,1,-46.20000000000002,-45.9391386477523,-4.460412228800041,1
219,0,376.6,376.6495988442841,7.144570127750064,16
219,1,-47.10000000000002,-47.084217839864046,-4.499874927087219,1
220,0,378.0,378.22048737532117,7.353314995980833,16
220,1,-48.0,-47.765831286130165,-4.460581524301577,1
221,0,379.40000000000003,379.74986075639265,7.417965282701638,16
221,1,-48.900000000000006,-49.02614074736011,-4.648910701819558,1
222,0,380.80000000000007,381.146377839509,7.344371556049357,16
222,1,-49.80000000000001,-50.06070061349733,-4.610007781173915,1
223,0,382.2,382.33354607762806,7.146287371322018,16
223,1,-50.70000000000002,-50.740478577068274,-4.426628630452661,1
224,0,383.6,383.2663675638538,6.81787670644153,16
224,1,-51.60000000000002,-51.62367697950914,-4.281815161656064,1
225,0,385.0,384.77890459051497,6.999214121333915,16
225,1,-52.5,-52.67688276945272,-4.418999667819459,1
226,0,386.40000000000003,386.24365686650424,7.124042518411828,16
226,1,-53.400000000000006,-53.52491152850387,-4.329361610724524,1
227,0,387.80000000000007,387.43099706669176,6.946172215906469,16
227,1,-54.30000000000001,-54.22895503721625,-4.294867839896935,1
228,0,389.2,388.8729147781542,7.041455373989813,16
228,1,-55.20000000000002,-55.21765172917551,-4.326012096223509,1
229,0,390.6,390.1938093412773,6.886264689996254,16
229,1,-56.10000000000002,-56.11460902149951,-4.370663363166186,1
230,0,392.0,391.42061300638767,6.81658353292603,16
230,1,-57.0,-56.98215597081997,-4.3530385669367355,1
231,0,393.40000000000003,392.55774032163004,6.663711121743231,16
231,1,-57.900000000000006,-58.12751206069067,-4.583959462634469,1
232,0,394.80000000000007,393.8246967513254,6.626293641104619,16
232,1,-58.80000000000001,-59.044303953217565,-4.583959462634469,1
233,0,396.2,395.14995547954635,6.626293641104619,16
233,1,-59.70000000000002,-60.38163299339434,-4.818292540540683,1
234,0,397.6,396.62804503998206,6.648879109191572,16
234,1,-60.60000000000002,-61.34529150150248,-4.818292540540683,1
235,0,399.0,398.216792279764,6.645077063311828,16
235,1,-61.5,-62.44793889043472,-4.750201394244964,1
236,0,400.40000000000003,399.5115871673355,6.593350973004914,16
236,1,-62.400000000000006,-63.47394451056793,-5.008703374837696,1
237,0,401.80000000000007,400.8302573619365,6.593350973004914,16
237,1,-63.30000000000001,-64.56438035428403,-5.1764830476981825,1
238,0,403.2,402.25909155503575,6.538013566870097,16
238,1,-64.20000000000002,-65.61447947106299,-5.198744474587011,1
239,0,404.6,403.5666942684098,6.538013566870097,16
239,1,-65.10000000000002,-66.43403707728643,-5.079385335038467,1
