max_normalized_doppler,static_ber,pilot_interp_ls_ber,time_domain_ls_ber,genie_per_symbol_ber,static_evm_percent,pilot_interp_ls_evm_percent,time_domain_ls_evm_percent,genie_evm_percent
0.0,0.00014285714285714287,0.019214285714285715,0.00042857142857142855,0.00014285714285714287,10.131222332629235,47.63340323067701,13.42506296429945,10.131222332629235
0.001,0.379,0.03832142857142857,0.005178571428571428,0.0029642857142857144,171.2248847342351,52.17320658731226,27.12129333093698,27.47218759671458
0.0025,0.4755714285714286,0.03546428571428571,0.006285714285714286,0.0037142857142857142,183.3689913059238,49.95402957131609,36.30036381230736,42.601150079427335
0.005,0.46289285714285716,0.036821428571428574,0.004357142857142857,0.00275,187.33595793575185,68.30397746578343,29.41911366104518,49.167080104464276
0.01,0.4872142857142857,0.03675,0.004178571428571428,0.0023928571428571428,197.82543946996702,71.05820474491948,25.330850783782893,23.170799513321686
0.02,0.5101071428571429,0.0365,0.005928571428571429,0.003,198.97743693943752,68.57571784970685,28.576795903510465,41.45795134265221
0.04,0.5015714285714286,0.03578571428571429,0.00825,0.004392857142857143,196.36680881470997,62.46449608667323,37.74446298561856,30.26536071093322
